record_id,nli_actor_index,nli_opinion_index,nli_chunk_index,nli_actor_name,nli_opinion,match_method,occurrences,actor_turn_occurrences,transcript_start,transcript_end,matched_text,speaker_name,turn_start,turn_end,turn_attribution_verified
10,6,0,3,Alex Sander Moreira Gonçalves,"Apoiou a proposta do consignado do E-Social, mas defendeu a coexistência com o saque-aniversário.",NORMALIZED_EXACT_MATCH,1,1,56276,57128,"Então, se ele desejar se manter na modalidade de rescisão, que ele se mantenha na modalidade de rescisão; se ele quiser transferir para o saque-aniversário e fazer a sua antecipação, que ele tenha essa liberdade por reconhecer o saque-aniversário como um verdadeiro direito que foi conquistado no ano de 2020.

No próximo eslaide, temos a taxa de juros. Acho que vou saltar essa informação, porque os meus colegas já demonstraram que é a taxa mais baixa dentre as modalidades de crédito para a pessoa física no País.

Dando sequência e também reforçando o que já foi falado por alguns nossos colegas, mesmo com a criação da modalidade saque-aniversário desde 2020, o que observamos foi um aumento do saque-aniversário ano após ano, conforme os senhores podem ver. No entanto, o saldo do fundo tem crescido mesmo havendo um aumento do saque-aniversário.",ALEX SANDER MOREIRA GONÇALVES,51203,58475,true
10,6,1,0,Alex Sander Moreira Gonçalves,Destacou que o saque-aniversário oferece crédito acessível a trabalhadores negativados e não compromete a renda mensal.,NORMALIZED_EXACT_MATCH,1,1,53333,54192,"A primeira delas — e isso não é resultado de nenhuma pesquisa; nós fizemos um levantamento com aproximadamente 6 milhões de trabalhadores que fizeram antecipação do saque-aniversário — é que, desses 6 milhões de trabalhadores, 75% estavam negativados, ou seja, dificilmente teriam acesso a outra modalidade de crédito com taxas tão baixas, se não fossem o saque-aniversário e a possibilidade da sua antecipação.

A segunda grande vantagem para o trabalhador é que p saque-aniversário não compromete a renda mensal do trabalhador. Ou seja, o fato de esse crédito ser pago em prestações anuais, com o valor do saque-aniversário, faz com que a renda mensal do trabalhador não seja comprometida, a exemplo do que acontece com o consignado, que é uma linha muito boa também, mas compromete de 30% a 35% da renda mensal do trabalhador.

Outro ponto é o baixo custo.",ALEX SANDER MOREIRA GONÇALVES,51203,58475,true
10,6,1,1,Alex Sander Moreira Gonçalves,Destacou que o saque-aniversário oferece crédito acessível a trabalhadores negativados e não compromete a renda mensal.,NORMALIZED_EXACT_MATCH,1,1,57040,57737,"No entanto, o saldo do fundo tem crescido mesmo havendo um aumento do saque-aniversário. E estamos vivendo no Brasil um índice de desemprego dentre os mais baixos nos últimos 10 anos, com aquele empregado formal, cada vez mais, tendo condição de trabalhar. A nossa perspectiva é que o saldo do fundo continue crescendo, motivo pelo qual defendemos a manutenção do saque-aniversário e a possibilidade da sua antecipação.

Por último, só para reforçar as palavras do meu colega da FEBRABAN, ouvimos as palavras do Ministério dizendo que um dos problemas do saque-aniversário é o fato de o trabalhador demitido sem justa causa não poder sacar o saldo que tem na sua conta. Concordamos com esse ponto.",ALEX SANDER MOREIRA GONÇALVES,51203,58475,true
10,6,1,2,Alex Sander Moreira Gonçalves,Destacou que o saque-aniversário oferece crédito acessível a trabalhadores negativados e não compromete a renda mensal.,NORMALIZED_EXACT_MATCH,1,1,56276,57128,"Então, se ele desejar se manter na modalidade de rescisão, que ele se mantenha na modalidade de rescisão; se ele quiser transferir para o saque-aniversário e fazer a sua antecipação, que ele tenha essa liberdade por reconhecer o saque-aniversário como um verdadeiro direito que foi conquistado no ano de 2020.

No próximo eslaide, temos a taxa de juros. Acho que vou saltar essa informação, porque os meus colegas já demonstraram que é a taxa mais baixa dentre as modalidades de crédito para a pessoa física no País.

Dando sequência e também reforçando o que já foi falado por alguns nossos colegas, mesmo com a criação da modalidade saque-aniversário desde 2020, o que observamos foi um aumento do saque-aniversário ano após ano, conforme os senhores podem ver. No entanto, o saldo do fundo tem crescido mesmo havendo um aumento do saque-aniversário.",ALEX SANDER MOREIRA GONÇALVES,51203,58475,true
10,6,1,3,Alex Sander Moreira Gonçalves,Destacou que o saque-aniversário oferece crédito acessível a trabalhadores negativados e não compromete a renda mensal.,NORMALIZED_EXACT_MATCH,1,1,52333,52733,"Na visão da ABBC, as duas linhas se complementam e deveriam coexistir.

Nesse eslaide, trazemos alguns dados sobre a importância do saque-aniversário.

Alguns colegas já trouxeram essa informação, mas vou repeti-la, só para reforçar. Hoje, segundo informações da Caixa, 35 milhões de trabalhadores aderiram ao saque-aniversário. Desses 35 milhões, 20 milhões já contrataram a operação de antecipação.",ALEX SANDER MOREIRA GONÇALVES,51203,58475,true
10,7,0,0,Henrique Lian,Defendeu que o saque-aniversário é uma política exitosa que deve ser mantida.,NORMALIZED_EXACT_MATCH,1,1,64976,65764,"O saque-aniversário é uma política muito exitosa, que tem socorrido milhões de brasileiros e injetado bilhões de reais numa economia que ainda está em recuperação.

Especialmente os trabalhadores de menor renda, especialmente os negativados, como já foi dito, é que usam esse recurso com uma modalidade de juros baixa de 1,79%, contra um consignado privado atual de 2,73%.

Há apenas um problema na política do saque-aniversário, que é a impossibilidade de o trabalhador, que optou por ele e o utilizou, resgatar o valor principal na demissão sem justa causa. Trata-se sim de um defeito da lei de 2019, em vigor a partir de 2020, que tem que ser corrigido. E, como já foi colocado, era uma preocupação excessiva do legislador que o fundo pudesse se descapitalizar, mas isso não aconteceu.",HENRIQUE LIAN,63715,69238,true
10,7,0,1,Henrique Lian,Defendeu que o saque-aniversário é uma política exitosa que deve ser mantida.,NORMALIZED_EXACT_MATCH,1,1,64300,65139,"O mesmo acontece com o Fundo de Garantia do Tempo de Serviço — FGTS. Quando os valores são restituídos ao trabalhador, porque pertencem ao trabalhador, eles são utilizados na forma de aquisição de bens e serviços, contratação de produtos financeiros ou poupança, e tudo isso é relação de consumo. Portanto, devem-se aplicar os princípios constitucionais e infraconstitucionais de defesa do consumidor.

Também é nossométieranalisar as questões concorrenciais e de equilíbrio de mercado, seja pelo abuso de posição dominante de agentes privados, seja nas situações em que o próprio Estado se vê tentado a implementar soluções concorrenciais e que eliminam soluções de mercado. O saque-aniversário é uma política muito exitosa, que tem socorrido milhões de brasileiros e injetado bilhões de reais numa economia que ainda está em recuperação.",HENRIQUE LIAN,63715,69238,true
10,7,0,2,Henrique Lian,Defendeu que o saque-aniversário é uma política exitosa que deve ser mantida.,NORMALIZED_EXACT_MATCH,1,1,66144,66844,"De fato, se nós matamos o paciente, a doença também morre com ele, mas não é isso o que nós entendemos como o melhor caminho. E, no fim de fevereiro, combinou-se de acabar com o saque-aniversário com uma disponibilização de consignado privado muito bem-vinda por parte do Ministério, mas que não deve acabar com uma política exitosa que está funcionando muito bem.

Ela parte de um pressuposto errôneo de que todos os trabalhadores desejam o saque só para contratar crédito na modalidade de adiantamento, o que é uma falácia. Então, no nosso entender, essas linhas de crédito são distintas, elas podem e devem conviver. Quanto à possibilidade de o trabalhador contratar na plataforma do fundo, ótimo!",HENRIQUE LIAN,63715,69238,true
10,7,0,3,Henrique Lian,Defendeu que o saque-aniversário é uma política exitosa que deve ser mantida.,NORMALIZED_EXACT_MATCH,1,1,87632,88073,"Respondendo ao Secretário, evidentemente são direitos do consumidor. A nossa defesa é a de que o montante atual do fundo suporta ambas as modalidades. A modalidade de crédito proposta pelo Governo, repito, é uma coisa boa, é uma coisa a mais, mas ela não deve concorrer e eliminar alternativas privadas. Se for tão boa, se chegar a uma taxa de juros tão atraente, ela vai pegar e as pessoas não irão mais para o saque.

Obrigado, Presidente.",HENRIQUE LIAN,87615,88075,true
10,7,1,0,Henrique Lian,Afirmou que a eliminação da modalidade vai contra os princípios de livre-iniciativa e defesa do consumidor.,NORMALIZED_EXACT_MATCH,1,1,68314,69173,"Carlos Mário da Silva Velloso, ex-Ministro do Supremo, já estabeleceram a conexão e indissociabilidade entre os princípios da livre-iniciativa e o direito do consumidor, incisos IV e V do art. 170. Cada vez que o princípio da livre-iniciativa é ferido, fere-se também o princípio da defesa do consumidor.

Portanto, no presente caso, se o Estado quer apresentar a sua solução para capitalizar os consumidores, que o faça sem acabar com uma ótima solução de mercado que surgiu espontaneamente, que já está implementada e que é mais barata para o trabalhador do que a solução estatal.

Em resumo, nós entendemos que é mais que tempo de o Estado parar de intervir e substituir cada boa iniciativa que nasce do empreendedorismo da sociedade. Essa prática que é reiterada na nossa história, em Governos de todas as correntes ideológicas, é nociva aos consumidores,",HENRIQUE LIAN,63715,69238,true
10,7,1,1,Henrique Lian,Afirmou que a eliminação da modalidade vai contra os princípios de livre-iniciativa e defesa do consumidor.,NORMALIZED_EXACT_MATCH,1,1,67849,68511,"Conquanto a iniciativa de oferecer crédito seja boa, eliminar a concorrência é um mal em si. O art. 170 da Constituição estabelece que o Estado tem o dever de proteger a competição e a concorrência. Isso significa atuar com ações positivas, adotando medidas que maximizem a concorrência, e também com ações negativas, ou seja, abstendo-se de impor restrições desnecessárias ou desproporcionais ao processo concorrencial.

Pareces de juristas ilustres, como o Prof. Carlos Mário da Silva Velloso, ex-Ministro do Supremo, já estabeleceram a conexão e indissociabilidade entre os princípios da livre-iniciativa e o direito do consumidor, incisos IV e V do art. 170.",HENRIQUE LIAN,63715,69238,true
10,7,1,2,Henrique Lian,Afirmou que a eliminação da modalidade vai contra os princípios de livre-iniciativa e defesa do consumidor.,NO_MATCH,0,0,,,,,,,unknown
10,7,1,3,Henrique Lian,Afirmou que a eliminação da modalidade vai contra os princípios de livre-iniciativa e defesa do consumidor.,NORMALIZED_EXACT_MATCH,1,1,87632,88073,"Respondendo ao Secretário, evidentemente são direitos do consumidor. A nossa defesa é a de que o montante atual do fundo suporta ambas as modalidades. A modalidade de crédito proposta pelo Governo, repito, é uma coisa boa, é uma coisa a mais, mas ela não deve concorrer e eliminar alternativas privadas. Se for tão boa, se chegar a uma taxa de juros tão atraente, ela vai pegar e as pessoas não irão mais para o saque.

Obrigado, Presidente.",HENRIQUE LIAN,87615,88075,true
10,8,0,0,Mário Avelino,"Apoiou a eliminação do saque-aniversário, afirmando que compromete a sustentabilidade do fundo a longo prazo.",NORMALIZED_EXACT_MATCH,1,1,71758,72195,"E eu vou explicar o porquê dessa frase. Na minha concepção, ou se acaba com o saque-aniversário, principalmente, com o empréstimo consignado, ou nós vamos comprometer a sustentabilidade do fundo.

Alguns dados têm que ser reforçados. De acordo com a Caixa Econômica, o empréstimo consignado começou em outubro de 2020 e o saque-aniversário começou a ser sacado em abril de 2020. Mas só o empréstimo consignado já comprometeu 167 bilhões.",MÁRIO AVELINO,70160,78329,true
10,8,0,1,Mário Avelino,"Apoiou a eliminação do saque-aniversário, afirmando que compromete a sustentabilidade do fundo a longo prazo.",NORMALIZED_EXACT_MATCH,1,1,70837,71517,"É importante destacar que o Fundo de Garantia foi criado em 1966 com dois objetivos já citados pelo Carlos Augusto e por outros. Ele foi criado para o trabalhador ter uma reserva no momento de necessidade. Hoje, a lei tem mais de 20 códigos, e ele pode sacar seu dinheiro para o tratamento de câncer, AIDS, ou outras doenças, seja dele, o titular, seja de seu dependente legal, e também para outras modalidades, como o mercado imobiliário, e por aí afora.

Desde que foi discutido em 2019 o saque-aniversário, nós fomos contra ele, porque nós víamos que, em médio e longo prazo, essa sustentabilidade do fundo seria comprometida, e está sendo. O Carlos já fez algumas explicações.",MÁRIO AVELINO,70160,78329,true
10,8,0,2,Mário Avelino,"Apoiou a eliminação do saque-aniversário, afirmando que compromete a sustentabilidade do fundo a longo prazo.",NORMALIZED_EXACT_MATCH,1,1,77861,78147,"Correção: o ativo do fundo do trabalhador está em 595 bilhões atualmente. Ele cresce, mas cresce porque há geração de renda. Ele é um dos motores de geração de renda neste País.

Então, somos 100% contrários ao saque-aniversário. Isso é uma grande armadilha ao trabalhador, como se diz:",MÁRIO AVELINO,70160,78329,true
10,8,0,3,Mário Avelino,"Apoiou a eliminação do saque-aniversário, afirmando que compromete a sustentabilidade do fundo a longo prazo.",NORMALIZED_EXACT_MATCH,1,1,78630,79149,"Posso responder? Bom, a primeira observação é que atualmente o fundo está rendendo 3% de juros anuais, TR, que é o confisco total, porque é TR zero, durante 5 anos, e distribuição de lucro. E eu falo com muito orgulho. Quem propôs, em 2007, a distribuição de lucro, brigou no Congresso — e conseguimos —, chama-se Instituto Fundo de Garantia.

Com relação a esta mágica, Deputado, temos que olhar o seguinte — o Carlos pode complementar —, o Fundo de Garantia tem uma lógica de subsidiar os mais carentes, vamos por aí.",MÁRIO AVELINO,78630,79274,true
10,8,1,0,Mário Avelino,Defendeu que o FGTS deve ser usado principalmente para proteger o trabalhador e financiar habitação e infraestrutura.,EXACT_MATCH,1,1,73596,74200,"Quando ele foi iniciado, poucos bancos se importavam com isso e o trabalhador não o conhecia. Então, é uma grande armadilha, sim, porque aquela poupança compulsória do trabalhador... O dinheiro, vamos ser bem claros, é do trabalhador. Mas não podemos esquecer que o Fundo de Garantia foi criado por uma lei que fala de investimento social, investimento em habitação popular e em saneamento básico. Investimento em saneamento básico significa capital para diminuir ou acabar com as doenças, que é com o que o SUS gasta, pois pessoas morrem por falta de condições básicas, de água, esgoto e infraestrutura.",MÁRIO AVELINO,70160,78329,true
10,8,1,1,Mário Avelino,Defendeu que o FGTS deve ser usado principalmente para proteger o trabalhador e financiar habitação e infraestrutura.,NO_MATCH,0,0,,,,,,,unknown
10,8,1,2,Mário Avelino,Defendeu que o FGTS deve ser usado principalmente para proteger o trabalhador e financiar habitação e infraestrutura.,NORMALIZED_EXACT_MATCH,1,1,70837,71517,"É importante destacar que o Fundo de Garantia foi criado em 1966 com dois objetivos já citados pelo Carlos Augusto e por outros. Ele foi criado para o trabalhador ter uma reserva no momento de necessidade. Hoje, a lei tem mais de 20 códigos, e ele pode sacar seu dinheiro para o tratamento de câncer, AIDS, ou outras doenças, seja dele, o titular, seja de seu dependente legal, e também para outras modalidades, como o mercado imobiliário, e por aí afora.

Desde que foi discutido em 2019 o saque-aniversário, nós fomos contra ele, porque nós víamos que, em médio e longo prazo, essa sustentabilidade do fundo seria comprometida, e está sendo. O Carlos já fez algumas explicações.",MÁRIO AVELINO,70160,78329,true
10,8,1,3,Mário Avelino,Defendeu que o FGTS deve ser usado principalmente para proteger o trabalhador e financiar habitação e infraestrutura.,NORMALIZED_EXACT_MATCH,1,1,77861,78147,"Correção: o ativo do fundo do trabalhador está em 595 bilhões atualmente. Ele cresce, mas cresce porque há geração de renda. Ele é um dos motores de geração de renda neste País.

Então, somos 100% contrários ao saque-aniversário. Isso é uma grande armadilha ao trabalhador, como se diz:",MÁRIO AVELINO,70160,78329,true
15,0,0,0,Bia Kicis,"É favorável à vacinação e a seus filhos são vacinados, mas defende vacinas com anos de segurança e eficácia comprovadas.",NORMALIZED_EXACT_MATCH,1,1,4042,4368,"Perdoem-me aqueles que acham que as crianças pertencem ao Estado e não aos pais. As crianças pertencem à família, e o Estado tem que zelar pelo bem-estar da família, pelo bem-estar das crianças.

E quero deixar muito claro que aqui nós somos favoráveis à vacinação. Meus filhos são vacinados. Até minha cachorrinha é vacinada.",Bia Kicis,40,5566,true
15,0,0,1,Bia Kicis,"É favorável à vacinação e a seus filhos são vacinados, mas defende vacinas com anos de segurança e eficácia comprovadas.",NO_MATCH,0,0,,,,,,,unknown
15,0,0,2,Bia Kicis,"É favorável à vacinação e a seus filhos são vacinados, mas defende vacinas com anos de segurança e eficácia comprovadas.",EXACT_MATCH,1,1,151393,151665,"Se acreditássemos que a vacina contra COVID-19 iria preservar a vida dos bebês, nós seríamos favoráveis. Nós não somos antivax aqui, não. Não existe esse movimento antivax. Ele até existe, mas nós não fazemos parte dele. Como eu disse, até a minha cachorrinha é vacinada.
",Bia Kicis,149586,155295,true
15,0,0,3,Bia Kicis,"É favorável à vacinação e a seus filhos são vacinados, mas defende vacinas com anos de segurança e eficácia comprovadas.",NORMALIZED_EXACT_MATCH,1,1,4335,5069,"Até minha cachorrinha é vacinada. Eu sou vacinada. Porém, tomamos aquelas vacinas que até hoje estão incluídas no PNI, vacinas com anos, anos e anos de segurança, de eficácia.

Eu e o Deputado Delegado Paulo Bilynskyj, aqui presente, somos autores — inclusive, gostaríamos até de ouvir o Diretor sobre isto — de um projeto de lei que veda a inclusão no PNI de vacinas não imunizantes. Nós acreditamos, quando levamos nossos filhos para tomarem uma vacina contra a poliomielite, que eles não adquirirão a poliomielite, e um dos motivos deste debate é que nós temos aqui, por exemplo, uma Deputada que esses dias publicou que não poderia vir trabalhar porque estava com COVID, apesar de ter tomado cinco doses da vacina contra a doença.",Bia Kicis,40,5566,true
15,0,1,0,Bia Kicis,Critica a obrigatoriedade da vacinação contra a COVID-19 para crianças e defende o direito dos pais de decidirem sobre a vacinação dos filhos.,NORMALIZED_EXACT_MATCH,1,1,4042,4368,"Perdoem-me aqueles que acham que as crianças pertencem ao Estado e não aos pais. As crianças pertencem à família, e o Estado tem que zelar pelo bem-estar da família, pelo bem-estar das crianças.

E quero deixar muito claro que aqui nós somos favoráveis à vacinação. Meus filhos são vacinados. Até minha cachorrinha é vacinada.",Bia Kicis,40,5566,true
15,0,1,1,Bia Kicis,Critica a obrigatoriedade da vacinação contra a COVID-19 para crianças e defende o direito dos pais de decidirem sobre a vacinação dos filhos.,NO_MATCH,0,0,,,,,,,unknown
15,0,1,2,Bia Kicis,Critica a obrigatoriedade da vacinação contra a COVID-19 para crianças e defende o direito dos pais de decidirem sobre a vacinação dos filhos.,NO_MATCH,0,0,,,,,,,unknown
15,0,1,3,Bia Kicis,Critica a obrigatoriedade da vacinação contra a COVID-19 para crianças e defende o direito dos pais de decidirem sobre a vacinação dos filhos.,NORMALIZED_EXACT_MATCH,1,1,4720,5470,"Nós acreditamos, quando levamos nossos filhos para tomarem uma vacina contra a poliomielite, que eles não adquirirão a poliomielite, e um dos motivos deste debate é que nós temos aqui, por exemplo, uma Deputada que esses dias publicou que não poderia vir trabalhar porque estava com COVID, apesar de ter tomado cinco doses da vacina contra a doença.

Então, tudo isso gera perplexidade, gera um debate. E eu quero deixar muito claro que, nesta Comissão e neste Parlamento, o debate é bem-vindo e é legítimo. Nós não vamos aceitar nenhum rótulo de negacionista para quem quer que seja.

Dito isso, passo a palavra ao Dr. Eder Gatti, Diretor do Departamento de Imunização e Doenças Transmissíveis do Ministério da Saúde, que terá o prazo de 10 minutos.",Bia Kicis,40,5566,true
15,0,2,0,Bia Kicis,Repudia rótulos de negacionista e defende que o debate científico deve ser aberto e sem preconceitos.,EXACT_MATCH,1,1,2839,3101,"Nós esperamos que este debate jogue luz sobre o assunto. Sabemos que a ciência não é exata. Não existe ciência sem debate. Não existe ciência sem questionamento. E é por isso que eu repudio qualquer título ou rótulo de negacionista, qualquer coisa nesse sentido.",Bia Kicis,40,5566,true
15,0,2,1,Bia Kicis,Repudia rótulos de negacionista e defende que o debate científico deve ser aberto e sem preconceitos.,NORMALIZED_EXACT_MATCH,1,1,3001,3669,"E é por isso que eu repudio qualquer título ou rótulo de negacionista, qualquer coisa nesse sentido. Isso é a coisa mais anticiência que existe.

Nós temos médicos, como o Diretor do Ministério da Saúde, que é uma autoridade constituída, que vai fazer sua fala, possivelmente favorável, tendo em vista que esta é uma iniciativa do Ministério da Saúde, à inclusão dessa vacina no PNI, para torná-la obrigatória. Se nós temos um médico que é a favor — e muitos outros são favoráveis — e médicos que têm dúvidas, questionamentos, e que se posicionam contrariamente, o debate é necessário e bem-vindo. E, na ciência, não existe nada que diga que uma verdade seja imutável.",Bia Kicis,40,5566,true
15,0,2,2,Bia Kicis,Repudia rótulos de negacionista e defende que o debate científico deve ser aberto e sem preconceitos.,NORMALIZED_EXACT_MATCH,1,1,3599,4122,"E, na ciência, não existe nada que diga que uma verdade seja imutável. Tudo que um dia foi verdade depois foi desconstruído, desconstituído por outra verdade que surgiu.

Por isso, eu sou uma pessoa pró-ciência, pró-verdade, pró-vida e pró-família. Estou aqui também como Presidente e vou conduzir a reunião de forma imparcial, mas declaro aqui o meu respeito aos pais e ao seu direito constitucional de serem aqueles que tutelam as crianças. Perdoem-me aqueles que acham que as crianças pertencem ao Estado e não aos pais.",Bia Kicis,40,5566,true
15,0,2,3,Bia Kicis,Repudia rótulos de negacionista e defende que o debate científico deve ser aberto e sem preconceitos.,NORMALIZED_EXACT_MATCH,1,1,153731,154046,"A ciência é mutável. O que é verdade na ciência hoje, amanhã pode não ser mais.

Então, vamos tomar cuidado e vamos parar com essa guerra de narrativas. Eu acho que todos nós aqui temos amor pelas crianças, todos nós, as pessoas que estão aqui aplaudindo o Dr. Eder.

Parabéns pela sua exposição, pela sua educação.",Bia Kicis,149586,155295,true
15,1,0,0,Eder Gatti,Defende a inclusão da vacina contra a COVID-19 no calendário vacinal brasileiro devido à sua eficácia e segurança comprovadas pela ANVISA.,NO_MATCH,0,0,,,,,,,unknown
15,1,0,1,Eder Gatti,Defende a inclusão da vacina contra a COVID-19 no calendário vacinal brasileiro devido à sua eficácia e segurança comprovadas pela ANVISA.,NORMALIZED_EXACT_MATCH,1,1,14051,14558,"Havendo magnitude epidemiológica que justifique a incorporação da vacina, e ela sendo licenciada pela ANVISA, o Ministério, por lei, tem a obrigação de incorporá-la no calendário de vacinação. A Lei nº 6.259, de 1975 — da década de 70 —, regulamenta o Sistema Nacional de Vigilância Epidemiológica. Ali é um dos pontapés iniciais do Programa Nacional de Imunizações.

O art. 3º diz o seguinte:

É uma lei da década de 70 que dá essa atribuição ao PNI de definir o que entra no calendário vacinal brasileiro.",EDER GATTI,5584,18056,true
15,1,0,2,Eder Gatti,Defende a inclusão da vacina contra a COVID-19 no calendário vacinal brasileiro devido à sua eficácia e segurança comprovadas pela ANVISA.,NORMALIZED_EXACT_MATCH,1,1,13628,14243,"Nós temos vacinas licenciadas no Brasil. Nós temos uma agência de vigilância sanitária no nosso País que avalia isso e diz para o Ministério da Saúde:""Olhe, temos vacinas que obedecem a critérios de eficácia, efetividade, segurança"". Eles avaliam os estudos de imunogenicidade,immunobridging, segurança. Se uma agência diz que o Ministério tem vacina, eles autorizam o Ministério da Saúde a usá-la no território nacional.

Havendo magnitude epidemiológica que justifique a incorporação da vacina, e ela sendo licenciada pela ANVISA, o Ministério, por lei, tem a obrigação de incorporá-la no calendário de vacinação.",EDER GATTI,5584,18056,true
15,1,0,3,Eder Gatti,Defende a inclusão da vacina contra a COVID-19 no calendário vacinal brasileiro devido à sua eficácia e segurança comprovadas pela ANVISA.,NO_MATCH,0,0,,,,,,,unknown
15,1,1,0,Eder Gatti,Argumenta que a vacinação tem sido crucial para controlar a COVID-19 e outras doenças infecciosas no Brasil.,NO_MATCH,0,0,,,,,,,unknown
15,1,1,1,Eder Gatti,Argumenta que a vacinação tem sido crucial para controlar a COVID-19 e outras doenças infecciosas no Brasil.,NORMALIZED_EXACT_MATCH,1,1,89130,89584,"Então, vamos lá: precisamos deixar clara a evidência no seu todo.

Outra coisa: a vacina COVID não é a única vacina que deixa de evitar a infecção, mas evita óbito e hospitalização. Vou citar duas vacinas usadas há bastante tempo no Brasil: a vacina de Rotavírus, que não evita a infecção na sua totalidade, mas evita hospitalização e morte. E nós a usamos nas nossas crianças. A mesma coisa ocorre com a vacina de Influenza, que usamos há quase 30 anos.",EDER GATTI,86772,89940,true
15,1,1,2,Eder Gatti,Argumenta que a vacinação tem sido crucial para controlar a COVID-19 e outras doenças infecciosas no Brasil.,NORMALIZED_EXACT_MATCH,1,1,8514,9125,"E também conseguimos controlar diversas outras, como a meningite. Temos vacinas para meningite, para pneumonia por pneumococo, para HPV e para diversas doenças que hoje rumam ao controle graças ao Programa Nacional de Imunizações.

E vale lembrar que foi o PNI que nos ajudou a voltar a certa normalidade após anos muito difíceis da pandemia da COVID-19. Vocês lembram que vivemos o ano de 2020 sem vacinas, e a COVID-19 atingiu níveis muito críticos de incidência. No ano de 2021, já tínhamos vacinas sendo oferecidas no nosso País, porém, a velocidade dessa oferta era muito aquém daquela do avanço da doença.",EDER GATTI,5584,18056,true
15,1,1,3,Eder Gatti,Argumenta que a vacinação tem sido crucial para controlar a COVID-19 e outras doenças infecciosas no Brasil.,NORMALIZED_EXACT_MATCH,1,1,146752,147623,"Estou vendo várias pessoas usando argumentos frustros para atacar a vacinação e defendendo o Programa Nacional de Imunizações, o que para mim é um pouco estranho, porque, veja, o movimento antivax no Brasil nasce no ataque ao HPV, que mata 6 mil mulheres por ano no Brasil. O adolescente que não vacina para o HPV, consequentemente não vacina com a ACWY, que é feita no mesmo tempo, ou seja, a criança deixa de vacinar para a meningite. E quem não vacina para a Covid-19 anualmente, como é a recomendação agora para grupos prioritários, por aceitar esse tipo de argumento, não vai vacinar contra a Influenza também. Então, veja que é um discurso antivax, que ataca o Programa Nacional de Imunizações e que coloca a população brasileira em risco.

Portanto, é importante deixar isso claro e dar nome a quem é devido, porque as argumentações são frustras e o ataque é real.",EDER GATTI,146572,147779,true
15,1,2,0,Eder Gatti,"Afirma que a COVID-19 continua a ser uma doença de alta magnitude entre crianças, justificando a vacinação obrigatória.",EXACT_MATCH,1,1,12405,12859,"É bom registrar que essa magnitude absoluta coloca a COVID-19 entre as doenças que têm a maior magnitude entre todas as doenças infecciosas em crianças. Nós não temos esse tanto de caso, por exemplo, para a Neisseria meningitidis. Nós não temos esse tanto de casos de óbito, por exemplo, para dengue em crianças. Esses números colocam a COVID-19 como uma das piores doenças infecciosas em crianças. Vale lembrar que há vacinas licenciadas no nosso País.
",EDER GATTI,5584,18056,true
15,1,2,1,Eder Gatti,"Afirma que a COVID-19 continua a ser uma doença de alta magnitude entre crianças, justificando a vacinação obrigatória.",EXACT_MATCH,1,1,88655,89196,"Elas não iriam evitar a infecção. Só que a vacina contra a COVID, mesmo para criança, em muitos estudos apresentados, considerando os desfechos ""hospitalização"", ""ventilação mecânica"" e ""óbito"", é efetiva, sim — e para a criança. Há vários estudos que mostram isso, inclusive alguns dos estudos que foram apresentados pelos colegas que estãoon-linee que mostraram apenas o desfecho de evitar a infecção. Mas eles não mostraram o quanto a vacina evita óbito e hospitalização. Então, vamos lá: precisamos deixar clara a evidência no seu todo.
",EDER GATTI,86772,89940,true
15,1,2,2,Eder Gatti,"Afirma que a COVID-19 continua a ser uma doença de alta magnitude entre crianças, justificando a vacinação obrigatória.",NORMALIZED_EXACT_MATCH,1,1,12804,13250,"Vale lembrar que há vacinas licenciadas no nosso País.

Outra síndrome que é importante lembrarmos é a Síndrome Inflamatória Multissistêmica Pediátrica — SIM-P, que é muito característica nas faixas etárias mais jovens. É uma doença tardia relacionada à COVID-19, em que há uma inflamação sistêmica e leva muitas crianças à morte.

Para vocês terem uma ideia, nós tivemos 744 casos em crianças, em 2020; 867, em 2021; 441, em 2022; e 51, em 2023.",EDER GATTI,5584,18056,true
15,1,2,3,Eder Gatti,"Afirma que a COVID-19 continua a ser uma doença de alta magnitude entre crianças, justificando a vacinação obrigatória.",NO_MATCH,0,0,,,,,,,unknown
